ID_Estudiante,Facultad,Programa,Año_Ingreso,Estado,Promedio,Asistencia,Indicadores_Adicionales
972,Ciencias Sociales,Sociología,,Activo,8.57,79.96,Beca: No; Participa en actividades extracurriculares
654,Ciencias Sociales,Psicología,2013,Retirado,4.06,76.19,
400,Humanidades,Filosofía,2018,Retirado,8.91,57.22,
512,Ingeniería,Ingeniería de Software,2016,Egresado,5.57,63.63,Beca: Sí; Sin participación registrada
321,Artes,Música,2019,Egresado,5.28,55.98,Beca: No; Sin participación registrada
20,Humanidades,Historia,2016,Egresado,9.86,94.98,Beca: Sí; Participa en actividades extracurriculares
685,Economía,Contaduría,2015,Retirdo,2.36,60.85,Beca: Sí; Sin participación registrada
36,Economía,Economía,2016,Retirado,1.48,78.14,Beca: No; Sin participación registrada
903,Artes,Música,2018,Activo,9.27,53.02,Beca: No; Sin participación registrada
1779,Salud,Nutrición,,Egresado,5.26,94.23,Beca: No; Sin participación registrada
828,Economía,Administración de Empresas,2014,Activo,7.35,99.16,Beca: No; Participa en actividades extracurriculares
1854,,Diseño,2014,Retirado,3.22,92.45,Beca: No; Participa en actividades extracurriculares
408,Salud,Enfermería,2013,,2.7,78.48,Beca: No; Sin participación registrada
921,Humanidades,Literatura,2012,Retirado,1.59,97.83,Beca: No; Sin participación registrada
538,Salud,Nutrición,2022-2020,Retirdo,1.51,71.93,Beca: Sí; Participa en actividades extracurriculares
759,Salud,Nutrición,2011,Activo,6.74,76.85,Beca: No; Participa en actividades extracurriculares
1905,Ingeniería,Ingeniería Civil,2022,Activo,1.6,92.05,Beca: No; Participa en actividades extracurriculares
1063,Salud,Enfermería,2016,,9.95,74.06,Beca: No; Participa en actividades extracurriculares
1200,Salud,Medicina,2011,Retirado,6.09,61.82,Beca: No; Sin participación registrada
246,Humanidades,Filosofía,2016,Egresado,6.07,88.29,Beca: No; Participa en actividades extracurriculares
1417,Salud,Medicina,2015,Retirado,8.21,78.76,Beca: No; Sin participación registrada
1128,Ciencias Sociales,Trabajo Social,2018,Retirado,6.66,51.05,Beca: No; Sin participación registrada
785,Ciencias Sociales,Sociología,2014,Activo,3.28,94.51,Beca: No; Sin participación registrada
1743,Humanidades,Literatura,2022,Retirado,9.53,96.56,Beca: No; Sin participación registrada
490,Ciencias Sociales,Psicología,2021,Retirado,1.13,96.69,Beca: No; Participa en actividades extracurriculares
155,Economía,Administración de Empresas,2018,Egresado,3.87,94.79,Beca: No; Participa en actividades extracurriculares
962,Salud,Enfermería,,Activo,6.88,98.61,Beca: No; Participa en actividades extracurriculares
854,,Ingeniería Ambiental,2020,Activo,1.46,83.33,Beca: Sí; Participa en actividades extracurriculares
1312,Economía,Contaduría,2020,Retirado,11.380714924208622,89.41,Beca: No; Participa en actividades extracurriculares
626,Ciencias Sociales,Sociología,2022,Egresado,2.01,50.36,Beca: No; Sin participación registrada
686,Salud,Nutrición,2016,Activo,6.99,55.3,Beca: No; Sin participación registrada
1562,Ingeniería,Ingeniería de Software,2013,Activo,7.76,77.75,Beca: Sí; Sin participación registrada
570,Ingeniería,Ingeniería Ambiental,2014,Retirado,3.9,78.19,Beca: Sí; Participa en actividades extracurriculares
1909,Salud,Nutrición,2021,Egresado,8.67,74.02,Beca: Sí; Sin participación registrada
18,Salud,Nutrición,2013,Activo,1.22,66.61,Beca: No; Sin participación registrada
128,Ciencias Sociales,Psicología,2012,Egresado,7.64,72.48,Beca: No; Participa en actividades extracurriculares
1347,Salud,Nutrición,2019,Activo,,63.35,Beca: Sí; Sin participación registrada
1280,Humanidades,Filosofía,2015,Retirado,N/A,56.89,Beca: No; Participa en actividades extracurriculares
1969,Economía,Contaduría,2015,Activo,3.63,83.09,Beca: No; Participa en actividades extracurriculares
928,Artes,Música,2019,Retirado,6.6,81.97,Beca: No; Sin participación registrada
981,Ciencias Sociales,Sociología,2010,Egresado,1.19,58.4,
1965,Salud,Nutrición,2013,Activo,1.36,95.91,Beca: No; Participa en actividades extracurriculares
191,Ciencias Sociales,Psicología,2013,Activo,,83.61,Beca: Sí; Sin participación registrada
1140,Economía,Administración de Empresas,2015,Egresado,6.15,58.96,Beca: No; Participa en actividades extracurriculares
993,Humanidades,,2013-2020,Egresado ,7.84,79.61,Beca: No; Sin participación registrada
1956,Artes,Artes Plásticas,2018,Retirado,9.36,67.84,Beca: Sí; Sin participación registrada
1657,Ciencias Sociales,Trabajo Social,2013-2020,,3.65,70.24,Beca: Sí; Participa en actividades extracurriculares
607,Economía,Contaduría,2021,Activo,3.63,81.84,Beca: Sí; Participa en actividades extracurriculares
181,Salud,Nutrición,2010-2020,,1.43,72.22,Beca: Sí; Participa en actividades extracurriculares
302,Ingeniería,Ingeniería de Software,2022,Retirado,7.93,,Beca: Sí; Sin participación registrada
497,Ciencias Sociales,Sociología,2016,Retirdo,6.56,98.62,Beca: No; Participa en actividades extracurriculares
1721,Economía,Administración de Empresas,2010,Retirado,4.13,65.95,
1710,Humanidades,Literatura,2021,Egresado,4.03,92.31,Beca: Sí; Participa en actividades extracurriculares
1888,Artes,Artes Plásticas,2019,Activo,6.71,91.14,Beca: No; Sin participación registrada
1992,Ciencias Sociales,Psicología,2020,Activo,8.46,70.16,Beca: No; Sin participación registrada
518,Salud,Medicina,2020,Egresado,4.76,65.47,Beca: Sí; Sin participación registrada
1985,Economía,Economía,2012,Activo,9.17,54.38,Beca: No; Participa en actividades extracurriculares
1070,,Ingeniería Ambiental,2010,Activo,9.09,99.75,Beca: No; Sin participación registrada
477,Ciencias Sociales,Sociología,,Activo,2.26,97.44,Beca: No; Sin participación registrada
158,Ingeniería,Ingeniería de Software,2011,Retirado,1.91,56.82,Beca: Sí; Sin participación registrada
1244,Salud,Medicina,2021,Egresado,7.66,60.34,Beca: Sí; Participa en actividades extracurriculares
1196,Ciencias Sociales,Psicología,2018,Egresado,5.25,70.24,Beca: No; Participa en actividades extracurriculares
17,Ingeniería,,2021,Retirado,N/A,52.09,Beca: No; Sin participación registrada
1536,Salud,Medicina,2022,Egresado,7.57,90.05,Beca: No; Sin participación registrada
1073,Salud,Nutrición,2021,Retirado,2.14,,Beca: No; Sin participación registrada
401,,Música,2020,,8.83,51.66,Beca: No; Sin participación registrada
547,Artes,Música,2014,Activo,3.62,79.56,Beca: Sí; Participa en actividades extracurriculares
1540,Ingeniería,Ingeniería de Software,2017,Egresado,1.27,60.3,Beca: Sí; Sin participación registrada
659,Salud,,2022,Retirado,5.75,-1.4789813026585623,Beca: No; Sin participación registrada
1626,Economía,Contaduría,2020,Retirado,4.72,,Beca: No; Sin participación registrada
1020,Salud,Enfermería,2021,Retirado,3.11,88.05,Beca: No; Sin participación registrada
1663,Humanidades,Filosofía,2021,,5.31,81.96,Beca: No; Participa en actividades extracurriculares
1505,Economía,Administración de Empresas,2021,Retirado,8.48,57.57,Beca: No; Sin participación registrada
960,Humanidades,Literatura,2016,Activo,5.88,94.25,Beca: Sí; Participa en actividades extracurriculares
1882,Ciencias Sociales,Trabajo Social,2017,Retirado,6.51,72.34,Beca: No; Sin participación registrada
284,Salud,Enfermería,2017,Activo,6.44,92.34,Beca: Sí; Sin participación registrada
798,Economía,Economía,2013,Retirado,7.63,,Beca: Sí; Sin participación registrada
1627,Salud,Enfermería,2015,Egresado,8.36,64.67,Beca: Sí; Sin participación registrada
226,Ingeniería,Ingeniería Ambiental,2014,Egresado,5.24,68.3,Beca: No; Participa en actividades extracurriculares
27,Salud,Nutrición,2022,Activo,3.46,69.44,Beca: No; Sin participación registrada
1771,Economía,Contaduría,2017,Activo,4.54,96.79,Beca: Sí; Sin participación registrada
438,Artes,Artes Plásticas,2021,Retirado,5.46,68.84,Beca: No; Participa en actividades extracurriculares
1949,Artes,Artes Plásticas,2014,Egresado,7.53,98.26,Beca: Sí; Sin participación registrada
1389,Artes,Artes Plásticas,2018,Egresado,2.27,80.17,
230,Ingeniería,Ingeniería Civil,2013,Retirado,3.41,,Beca: No; Sin participación registrada
38,Economía,Economía,2014,Retirado,8.24,55.74,Beca: Sí; Participa en actividades extracurriculares
750,Salud,Enfermería,2011,Retirado,2.33,92.89,Beca: No; Participa en actividades extracurriculares
1046,Humanidades,Literatura,2017,Retirado,1.54,50.75,Beca: No; Sin participación registrada
1399,Ingeniería,Ingeniería de Software,2010,Activo,2.11,70.97,Beca: Sí; Sin participación registrada
470,Salud,Medicina,2010,Activo,8.36,54.25,Beca: Sí; Sin participación registrada
1693,Humanidades,Historia,2022,Retirado,1.8,51.88,Beca: Sí; Sin participación registrada
1968,Salud,Medicina,2022,Activo,9.46,,Beca: No; Participa en actividades extracurriculares
688,Humanidades,Literatura,2017,Retirado,8.14,95.09,Beca: No; Sin participación registrada
1844,Ingeniería,Ingeniería Ambiental,2020,Retirado,6.56,87.29,Beca: No; Participa en actividades extracurriculares
640,Economía,Administración de Empresas,2011,Retirado,6.39,93.47,Beca: No; Sin participación registrada
1713,Salud,Nutrición,2019,Egresado,3.76,84.1,Beca: No; Sin participación registrada
1219,,Diseño,2017,Activo,5.18,56.38,Beca: No; Sin participación registrada
1159,Economía,,2010,Activo,8.39,86.51,Beca: No; Sin participación registrada
1416,Artes,Música,2013,Retirado,5.14,69.8,Beca: No; Participa en actividades extracurriculares
1528,Humanidades,Historia,2010,Activo,6.35,54.26,Beca: No; Participa en actividades extracurriculares
1656,Ciencias Sociales,Trabajo Social,2017,Retirado,1.57,60.56,Beca: Sí; Sin participación registrada
1301,Salud,Enfermería,2021,Egresado,1.24,65.66,Beca: No; Sin participación registrada
1823,Economía,Contaduría,2012,actvo,3.57,63.48,Beca: Sí; Participa en actividades extracurriculares
801,Humanidades,Literatura,2013,Activo,8.55,,Beca: No; Sin participación registrada
1604,Ciencias Sociales,Trabajo Social,2011,actvo,9.29,95.82,Beca: No; Participa en actividades extracurriculares
161,Artes,Música,2016,,,89.44,Beca: No; Sin participación registrada
957,Humanidades,Historia,2011,Retirado,1.55,93.02,Beca: No; Sin participación registrada
1187,Artes,,2022,Egresado,3.3,74.06,Beca: Sí; Sin participación registrada
822,Salud,Enfermería,2013,Activo,9.11,55.16,Beca: No; Participa en actividades extracurriculares
1682,Ingeniería,Ingeniería de Software,2020,Retirado,4.61,98.21,Beca: No; Sin participación registrada
878,Humanidades,Historia,2016,Retirado,2.48,62.56,Beca: No; Sin participación registrada
914,Salud,Nutrición,2013,Egresado,1.86,106.14185912429173,
153,Artes,Música,2011,Egresado,9.48,96.21,Beca: No; Sin participación registrada
1871,Ciencias Sociales,Sociología,2015,Retirado,3.93,91.25,Beca: Sí; Sin participación registrada
1777,Humanidades,Filosofía,2011,Egresado,9.52,65.5,Beca: No; Participa en actividades extracurriculares
510,Ingeniería,Ingeniería de Software,2016,Activo,8.33,75.7,Beca: No; Sin participación registrada
1136,Economía,Contaduría,2013,Retirado,2.68,52.48,Beca: No; Sin participación registrada
1251,Economía,Administración de Empresas,2011,Retirado,9.36,74.24,Beca: No; Participa en actividades extracurriculares
1684,Economía,Contaduría,2015,Retirado,2.02,63.11,Beca: No; Sin participación registrada
104,Economía,Contaduría,2021,Egresado ,,52.26,Beca: No; Participa en actividades extracurriculares
1446,Artes,Música,2011,Egresado ,10.751744520961799,97.02,Beca: No; Sin participación registrada
1444,Ingeniería,Ingeniería Ambiental,2014,Retirado,2.91,108.2839179654804,Beca: No; Participa en actividades extracurriculares
303,Ciencias Sociales,Sociología,2011,Activo,7.52,77.77,Beca: No; Participa en actividades extracurriculares
1769,Salud,Medicina,2017,Retirado,5.52,54.45,Beca: Sí; Participa en actividades extracurriculares
1144,Salud,Medicina,2022,Egresado,9.06,80.87,Beca: No; Participa en actividades extracurriculares
54,Economía,Contaduría,2017,Egresado,11.055794938101654,61.81,Beca: No; Sin participación registrada
152,Salud,Medicina,2011,Activo,1.56,61.11,Beca: Sí; Sin participación registrada
404,Ciencias Sociales,,2015,Egresado,5.62,89.29,Beca: No; Participa en actividades extracurriculares
1943,Ingeniería,Ingeniería de Software,2017,Retirado,9.92,101.01408412619348,Beca: No; Participa en actividades extracurriculares
208,Ciencias Sociales,Sociología,2018,Retirado,7.98,61.17,Beca: No; Sin participación registrada
1895,Ciencias Sociales,Trabajo Social,2018,Activo,1.52,96.87,Beca: No; Sin participación registrada
1123,Humanidades,Historia,2011,Retirado,1.4,91.67,Beca: No; Sin participación registrada
1891,Humanidades,Literatura,2012,Retirado,3.63,,Beca: Sí; Sin participación registrada
9,Artes,Diseño,2018,Activo,4.04,61.51,Beca: Sí; Participa en actividades extracurriculares
1015,Economía,Economía,2018,Retirado,,64.75,Beca: No; Participa en actividades extracurriculares
1907,Humanidades,,2017,actvo,,77.37,Beca: No; Participa en actividades extracurriculares
1061,Ciencias Sociales,Trabajo Social,2021,Activo,7.93,95.38,Beca: No; Participa en actividades extracurriculares
453,Salud,Nutrición,2019,Activo,8.94,61.25,Beca: Sí; Sin participación registrada
254,Ingeniería,Ingeniería Ambiental,2010,Retirado,8.67,93.21,Beca: Sí; Sin participación registrada
1328,,Economía,,Retirado,6.03,69.27,Beca: No; Participa en actividades extracurriculares
897,Ciencias Sociales,Sociología,2012,Egresado,1.0,96.9,Beca: Sí; Sin participación registrada
1734,Humanidades,,,Retirado,2.86,96.65,Beca: No; Sin participación registrada
881,Economía,Economía,,Retirado,5.4,105.99579959996092,Beca: No; Sin participación registrada
1596,Economía,Economía,2016,Activo,9.01,62.66,
1889,Ciencias Sociales,Sociología,,Activo,3.46,88.71,Beca: No; Participa en actividades extracurriculares
624,Humanidades,Historia,2015,Retirado,3.73,63.55,Beca: No; Participa en actividades extracurriculares
346,Ciencias Sociales,Trabajo Social,2011,,5.93,84.76,Beca: No; Sin participación registrada
1703,Economía,Administración de Empresas,,Activo,N/A,98.38,Beca: No; Participa en actividades extracurriculares
263,Artes,Artes Plásticas,2011,Retirado,7.4,86.66,Beca: Sí; Sin participación registrada
1635,Artes,Música,2013,Activo,9.2,88.43,Beca: No; Sin participación registrada
1322,Economía,Contaduría,,Activo,1.87,70.24,Beca: Sí; Sin participación registrada
1439,Ciencias Sociales,Trabajo Social,2018,Egresado,6.53,69.08,Beca: Sí; Participa en actividades extracurriculares
151,Ingeniería,,2014,Retirado,2.94,57.42,Beca: No; Sin participación registrada
473,Humanidades,Literatura,2022,actvo,2.32,72.33,Beca: No; Sin participación registrada
641,Salud,Enfermería,2014,Activo,11.569643428243602,74.75,Beca: No; Sin participación registrada
1983,Salud,Medicina,2011,Egresado,4.68,68.48,Beca: Sí; Participa en actividades extracurriculares
1883,Artes,Música,2016,Retirado,5.83,,Beca: Sí; Sin participación registrada
551,Economía,Contaduría,,Egresado,10.681183268337982,85.57,Beca: No; Participa en actividades extracurriculares
1780,Salud,Medicina,2022,Egresado,1.79,59.04,Beca: No; Participa en actividades extracurriculares
929,Artes,Música,2012,Retirado,5.78,63.04,Beca: Sí; Sin participación registrada
489,Economía,Administración de Empresas,2014,Egresado,5.33,89.19,Beca: No; Sin participación registrada
1812,Ingeniería,Ingeniería Civil,2014,Retirdo,5.53,59.77,Beca: No; Sin participación registrada
1172,Artes,Diseño,2011-2020,Retirdo,5.33,77.74,Beca: No; Sin participación registrada
147,Salud,Medicina,2011,Egresado,3.8,72.84,Beca: No; Participa en actividades extracurriculares
1705,Humanidades,Literatura,2013,Retirado,N/A,108.23506702325454,Beca: No; Participa en actividades extracurriculares
1929,Ciencias Sociales,Psicología,2018,Egresado,9.25,94.63,Beca: No; Sin participación registrada
403,Economía,Contaduría,2015,Activo,1.76,67.58,Beca: No; Sin participación registrada
955,Humanidades,Literatura,2021,Activo,3.75,78.47,Beca: No; Participa en actividades extracurriculares
1878,Economía,Economía,2010,Activo,9.65,86.95,Beca: No; Sin participación registrada
660,Artes,Diseño,2012,Retirado,,97.5,Beca: No; Sin participación registrada
1373,Salud,Enfermería,2011,Egresado,2.92,89.35,Beca: No; Sin participación registrada
464,Salud,Medicina,2021,Egresado,,53.75,Beca: No; Sin participación registrada
1350,Salud,Nutrición,2021,Activo,11.940244659543653,63.37,Beca: No; Sin participación registrada
187,Artes,Música,2021,,7.54,83.19,Beca: No; Participa en actividades extracurriculares
1148,Economía,Economía,2017,Retirdo,,66.75,Beca: No; Sin participación registrada
578,Artes,Artes Plásticas,2012,Activo,5.61,63.7,Beca: No; Participa en actividades extracurriculares
609,Artes,Artes Plásticas,2015,Retirado,9.16,92.29,Beca: No; Sin participación registrada
144,Salud,Nutrición,2020,Retirado,1.11,50.57,Beca: No; Participa en actividades extracurriculares
752,,,2020,Egresado,1.04,61.09,Beca: No; Participa en actividades extracurriculares
1535,Salud,Medicina,2020,Egresado,6.25,51.35,Beca: No; Sin participación registrada
982,Humanidades,Historia,2018,Retirado,9.42,58.09,Beca: No; Sin participación registrada
198,Ciencias Sociales,Sociología,2015,Retirado,6.96,78.63,Beca: No; Sin participación registrada
1634,Artes,Diseño,2016,Retirado,8.93,81.69,Beca: Sí; Participa en actividades extracurriculares
884,Humanidades,Literatura,2019,Egresado,5.97,107.80086587513338,Beca: Sí; Sin participación registrada
280,Ingeniería,Ingeniería de Software,2019,Egresado,6.8,60.88,Beca: Sí; Sin participación registrada
294,Economía,Contaduría,2010,Retirado,8.0,-5.520687599929508,Beca: No; Sin participación registrada
1824,Humanidades,Historia,2015,Retirado,3.46,,Beca: No; Participa en actividades extracurriculares
401,Ciencias Sociales,Trabajo Social,2012,Activo,3.52,75.41,Beca: No; Sin participación registrada
123,,Medicina,2014,Egresado,9.39,99.86,Beca: Sí; Sin participación registrada
1208,Ingeniería,Ingeniería Civil,2021,Egresado,8.99,60.48,Beca: Sí; Sin participación registrada
203,Artes,Música,2014,Egresado,8.4,102.97879152914459,Beca: No; Sin participación registrada
1463,Salud,Enfermería,2015,Egresado,6.94,88.55,Beca: No; Sin participación registrada
836,Artes,Música,2018,Activo,4.27,89.47,Beca: No; Sin participación registrada
247,Humanidades,Historia,2013,Egresado,11.732909883670672,75.56,Beca: No; Sin participación registrada
1440,Ciencias Sociales,Sociología,,Activo,5.9,86.21,Beca: Sí; Sin participación registrada
1754,Artes,Artes Plásticas,2014,Retirado,3.13,76.9,Beca: No; Participa en actividades extracurriculares
1902,Economía,Administración de Empresas,2019,Egresado,4.03,72.54,Beca: No; Participa en actividades extracurriculares
1708,Ingeniería,Ingeniería de Software,2019,,2.72,,Beca: No; Participa en actividades extracurriculares
1881,Humanidades,Literatura,2018,,1.58,58.21,Beca: No; Sin participación registrada
1154,Artes,Música,2021,Retirado,5.74,56.44,
1662,Ciencias Sociales,Sociología,2022,Retirado,8.2,83.79,Beca: No; Participa en actividades extracurriculares
1427,Humanidades,Literatura,2019,Activo,7.17,71.12,Beca: No; Sin participación registrada
385,Humanidades,Literatura,2010,Egresado,3.26,99.96,Beca: No; Participa en actividades extracurriculares
1759,Artes,Música,2010,Activo,1.22,68.87,Beca: No; Sin participación registrada
855,,Diseño,2019,actvo,7.37,58.61,Beca: Sí; Sin participación registrada
1590,Salud,Enfermería,2017,Activo,6.78,57.38,Beca: No; Sin participación registrada
220,Salud,Nutrición,2013,,N/A,54.34,Beca: Sí; Participa en actividades extracurriculares
642,Economía,Economía,2019,Retirado,6.18,88.2,Beca: No; Sin participación registrada
2,Ingeniería,Ingeniería Civil,2015,Activo,4.03,54.84,Beca: No; Sin participación registrada
113,Economía,Contaduría,,Retirado,2.52,74.42,Beca: No; Sin participación registrada
699,Economía,Contaduría,2017,Retirado,9.88,62.43,Beca: No; Sin participación registrada
1916,Artes,Artes Plásticas,2021,Egresado,9.74,93.12,Beca: No; Participa en actividades extracurriculares
952,Salud,Enfermería,2011,Activo,,51.69,Beca: No; Participa en actividades extracurriculares
1649,Humanidades,Literatura,2022,Retirado,1.35,85.53,Beca: No; Sin participación registrada
1637,Ciencias Sociales,Sociología,2018,Egresado,,74.46,
1886,Ciencias Sociales,Sociología,2021,,4.38,87.59,Beca: Sí; Participa en actividades extracurriculares
1411,Salud,Nutrición,2014,Activo,5.2,72.97,Beca: No; Participa en actividades extracurriculares
1410,Artes,Artes Plásticas,2017,Egresado,8.66,79.27,Beca: No; Sin participación registrada
1534,Ciencias Sociales,Sociología,2011,Retirado,,86.84,Beca: Sí; Participa en actividades extracurriculares
1292,Ciencias Sociales,Sociología,2020,Retirado,5.45,94.35,Beca: No; Participa en actividades extracurriculares
1809,Humanidades,Filosofía,,Egresado,4.74,93.03,Beca: Sí; Sin participación registrada
442,Economía,Contaduría,2020,Egresado,,82.66,Beca: No; Participa en actividades extracurriculares
1521,Economía,Economía,2022,Activo,9.26,71.63,Beca: No; Sin participación registrada
1137,Artes,Diseño,2010,Retirado,6.44,96.29,Beca: Sí; Participa en actividades extracurriculares
1716,Economía,Economía,2018,Egresado,,53.21,Beca: No; Sin participación registrada
1257,,,2017,Retirado,8.54,88.01,Beca: Sí; Sin participación registrada
1864,Economía,Contaduría,2021,Egresado,5.52,52.91,Beca: Sí; Participa en actividades extracurriculares
1632,Ciencias Sociales,Psicología,2013,Egresado,4.89,64.57,
1696,Salud,Enfermería,2013,Activo,,58.87,Beca: No; Participa en actividades extracurriculares
1398,Salud,Enfermería,2022-2020,Egresado,4.95,52.04,Beca: No; Sin participación registrada
664,Salud,Enfermería,2018,,2.0,-6.5074253554619474,Beca: Sí; Sin participación registrada
1836,Humanidades,Literatura,2013,Retirado,3.98,62.51,Beca: No; Sin participación registrada
1258,,Diseño,2015,Retirdo,1.62,95.48,Beca: No; Participa en actividades extracurriculares
1774,Humanidades,Historia,2014,Activo,3.91,54.57,Beca: Sí; Participa en actividades extracurriculares
1701,Ingeniería,Ingeniería Civil,2017,Egresado,9.56,65.61,
318,Humanidades,Filosofía,2018,Retirado,7.67,72.13,Beca: Sí; Sin participación registrada
649,Humanidades,Filosofía,2013,Egresado,7.24,91.37,Beca: No; Sin participación registrada
1435,Artes,Diseño,2018,Retirado,4.61,76.02,Beca: No; Participa en actividades extracurriculares
1480,Ciencias Sociales,Sociología,2017,Activo,7.73,78.61,Beca: No; Sin participación registrada
710,Humanidades,Literatura,2013,Retirado,1.85,66.87,Beca: No; Sin participación registrada
1383,Salud,Medicina,2013,,3.71,88.93,Beca: Sí; Sin participación registrada
1283,Artes,Diseño,2014,Activo,7.81,89.91,Beca: No; Sin participación registrada
973,Humanidades,Historia,2017,Retirado,2.63,82.9,Beca: Sí; Sin participación registrada
628,Artes,Música,2016,Egresado,9.43,87.1,Beca: No; Participa en actividades extracurriculares
633,Economía,Administración de Empresas,2017,Retirado,7.7,75.72,Beca: No; Sin participación registrada
1307,Ciencias Sociales,Trabajo Social,2021,Retirado,1.48,97.39,Beca: No; Participa en actividades extracurriculares
1401,Ciencias Sociales,Psicología,2016,Activo,1.81,62.12,Beca: No; Participa en actividades extracurriculares
1409,Economía,Economía,,Retirado,6.48,74.17,Beca: Sí; Sin participación registrada
1249,Economía,,2019,,6.21,60.1,Beca: Sí; Sin participación registrada
1953,Salud,Nutrición,2010,Activo,,88.28,Beca: No; Participa en actividades extracurriculares
1255,Ingeniería,Ingeniería Ambiental,2017,Retirado,9.87,80.95,Beca: No; Sin participación registrada
1497,Artes,Música,2010,Egresado,8.4,94.31,Beca: No; Sin participación registrada
1372,Ciencias Sociales,Sociología,2018,Egresado,1.16,87.49,Beca: No; Sin participación registrada
1530,Ciencias Sociales,Trabajo Social,2017,Egresado,3.87,80.41,Beca: No; Participa en actividades extracurriculares
1664,Humanidades,Filosofía,2010,Activo,5.59,72.8,Beca: Sí; Participa en actividades extracurriculares
1355,,Literatura,2012,Retirado,1.66,56.1,Beca: No; Sin participación registrada
1926,Humanidades,Literatura,2013,Activo,8.36,,Beca: No; Sin participación registrada
1901,Economía,Economía,2010,Egresado,,65.23,Beca: No; Participa en actividades extracurriculares
1644,Salud,Enfermería,2017,Activo,5.73,63.54,Beca: No; Sin participación registrada
1849,Humanidades,Literatura,2016,Activo,10.680752077707757,79.32,Beca: No; Participa en actividades extracurriculares
796,Ingeniería,Ingeniería Civil,2010,Activo,4.58,90.91,Beca: No; Participa en actividades extracurriculares
389,Salud,Enfermería,2021,Egresado,5.84,84.78,Beca: Sí; Participa en actividades extracurriculares
1013,Economía,Economía,2015,Retirado,3.21,89.92,Beca: Sí; Participa en actividades extracurriculares
1840,Ingeniería,Ingeniería Civil,2012,Retirado,6.03,79.59,Beca: No; Sin participación registrada
557,Artes,Diseño,2015,Retirado,7.55,75.35,Beca: Sí; Sin participación registrada
682,Artes,Música,2014,Retirado,1.06,84.18,Beca: Sí; Participa en actividades extracurriculares
578,Ingeniería,Ingeniería de Software,2012,Activo,2.18,92.29,
1110,Ingeniería,Ingeniería Civil,2016,Activo,5.77,62.01,Beca: Sí; Participa en actividades extracurriculares
1267,Economía,Contaduría,2020,Retirdo,8.31,84.5,Beca: Sí; Sin participación registrada
1723,Salud,Nutrición,2010,Egresado,6.84,87.79,Beca: No; Participa en actividades extracurriculares
1184,Ciencias Sociales,Trabajo Social,2016,,6.55,-5.730823138518643,Beca: No; Sin participación registrada
994,Salud,Nutrición,2011,Retirdo,5.68,55.18,Beca: Sí; Sin participación registrada
1060,Artes,Diseño,2013,Activo,3.93,94.02,Beca: Sí; Sin participación registrada
541,,Ingeniería Civil,2019,Activo,4.46,102.65984117194512,Beca: No; Sin participación registrada
1195,Ciencias Sociales,Trabajo Social,2022,Retirado,8.14,79.18,Beca: No; Participa en actividades extracurriculares
1679,Salud,,2010,Retirado,2.32,59.11,Beca: Sí; Sin participación registrada
749,Salud,Nutrición,2022,Egresado,5.38,57.41,Beca: No; Participa en actividades extracurriculares
1852,Artes,Música,2021,Egresado,1.73,84.53,Beca: Sí; Sin participación registrada
1431,Economía,Contaduría,2019,Retirado,6.77,64.2,Beca: No; Sin participación registrada
485,Economía,Administración de Empresas,,Egresado,6.62,54.17,Beca: No; Sin participación registrada
1758,Artes,Diseño,2013-2020,Egresado ,9.19,81.84,Beca: No; Participa en actividades extracurriculares
96,Ingeniería,Ingeniería de Software,2016,Egresado,9.59,64.52,Beca: Sí; Sin participación registrada
1021,Economía,,2012,Egresado,2.5,-7.642305347246076,Beca: No; Participa en actividades extracurriculares
564,Ingeniería,Ingeniería de Software,2017,Egresado ,3.07,62.37,Beca: Sí; Participa en actividades extracurriculares
1265,Ciencias Sociales,Sociología,2016,Egresado,8.79,88.99,Beca: No; Sin participación registrada
743,Economía,Contaduría,2016,Egresado,8.24,79.9,Beca: No; Sin participación registrada
864,Artes,Música,2016,Activo,9.42,63.28,Beca: No; Participa en actividades extracurriculares
1599,Humanidades,Historia,2020,Egresado,4.51,80.03,Beca: No; Participa en actividades extracurriculares
1715,Ciencias Sociales,Trabajo Social,2022,Retirdo,5.92,54.63,Beca: Sí; Participa en actividades extracurriculares
1485,Artes,Música,2020,Retirado,5.29,91.19,Beca: No; Sin participación registrada
892,Salud,Medicina,2018,,2.82,68.9,Beca: No; Sin participación registrada
1578,Artes,Diseño,2011,Retirado,1.28,92.61,Beca: Sí; Participa en actividades extracurriculares
1039,Ingeniería,Ingeniería Civil,2018,Retirado,9.29,75.67,Beca: No; Sin participación registrada
207,Humanidades,Filosofía,2011,Retirado,3.53,94.56,Beca: Sí; Sin participación registrada
393,Humanidades,Literatura,2011,Retirado,1.86,56.24,Beca: No; Sin participación registrada
795,Ingeniería,Ingeniería de Software,2021,Retirado,9.47,101.19128789009278,Beca: Sí; Sin participación registrada
871,Salud,Medicina,2020,Retirado,9.95,96.44,Beca: No; Participa en actividades extracurriculares
398,Ciencias Sociales,Psicología,2013,Egresado,4.38,91.3,Beca: Sí; Participa en actividades extracurriculares
767,Artes,Diseño,2017,Egresado,10.504586090519577,89.07,Beca: No; Sin participación registrada
1842,Salud,Enfermería,2015,Egresado,8.09,73.5,Beca: No; Sin participación registrada
